NAME,ARCHITECTURE,ARCHITECTURE_FULL_NAME,FAMILY,DEVICE,PACKAGE,SPEED,TEMPERATURE_GRADE_LETTER,REVISION
xc7z030ifbg676-2L,zynq,Zynq-7000,zynq,xc7z030i,fbg676,-2L,I,
xc7z030ifbv484-2L,zynq,Zynq-7000,zynq,xc7z030i,fbv484,-2L,I,
xc7z030ifbv676-2L,zynq,Zynq-7000,zynq,xc7z030i,fbv676,-2L,I,
xc7z030iffg676-2L,zynq,Zynq-7000,zynq,xc7z030i,ffg676,-2L,I,
xc7z030iffv676-2L,zynq,Zynq-7000,zynq,xc7z030i,ffv676,-2L,I,
xc7z030isbg485-2L,zynq,Zynq-7000,zynq,xc7z030i,sbg485,-2L,I,
xc7z030isbv485-2L,zynq,Zynq-7000,zynq,xc7z030i,sbv485,-2L,I,
xc7z030sbg485-1,zynq,Zynq-7000,zynq,xc7z030,sbg485,-1,,
xc7z030sbg485-2,zynq,Zynq-7000,zynq,xc7z030,sbg485,-2,,
xc7z030sbg485-3,zynq,Zynq-7000,zynq,xc7z030,sbg485,-3,,
xc7z030sbv485-1,zynq,Zynq-7000,zynq,xc7z030,sbv485,-1,,
xc7z030sbv485-2,zynq,Zynq-7000,zynq,xc7z030,sbv485,-2,,
xc7z030sbv485-3,zynq,Zynq-7000,zynq,xc7z030,sbv485,-3,,
xc7z030fbg484-1,zynq,Zynq-7000,zynq,xc7z030,fbg484,-1,,
xc7z030fbg484-2,zynq,Zynq-7000,zynq,xc7z030,fbg484,-2,,
xc7z030fbg484-3,zynq,Zynq-7000,zynq,xc7z030,fbg484,-3,,
xc7z030fbg676-1,zynq,Zynq-7000,zynq,xc7z030,fbg676,-1,,
xc7z030fbg676-2,zynq,Zynq-7000,zynq,xc7z030,fbg676,-2,,
xc7z030fbg676-3,zynq,Zynq-7000,zynq,xc7z030,fbg676,-3,,
xc7z030fbv484-1,zynq,Zynq-7000,zynq,xc7z030,fbv484,-1,,
xc7z030fbv484-2,zynq,Zynq-7000,zynq,xc7z030,fbv484,-2,,
xc7z030fbv484-3,zynq,Zynq-7000,zynq,xc7z030,fbv484,-3,,
xc7z030fbv676-1,zynq,Zynq-7000,zynq,xc7z030,fbv676,-1,,
xc7z030fbv676-2,zynq,Zynq-7000,zynq,xc7z030,fbv676,-2,,
xc7z030fbv676-3,zynq,Zynq-7000,zynq,xc7z030,fbv676,-3,,
xc7z030ffg676-1,zynq,Zynq-7000,zynq,xc7z030,ffg676,-1,,
xc7z030ffg676-2,zynq,Zynq-7000,zynq,xc7z030,ffg676,-2,,
xc7z030ffg676-3,zynq,Zynq-7000,zynq,xc7z030,ffg676,-3,,
xc7z030ffv676-1,zynq,Zynq-7000,zynq,xc7z030,ffv676,-1,,
xc7z030ffv676-2,zynq,Zynq-7000,zynq,xc7z030,ffv676,-2,,
xc7z030ffv676-3,zynq,Zynq-7000,zynq,xc7z030,ffv676,-3,,
xc7z045ffv900-1,zynq,Zynq-7000,zynq,xc7z045,ffv900,-1,,
xc7z045ffv900-2,zynq,Zynq-7000,zynq,xc7z045,ffv900,-2,,
xc7z045ffv900-3,zynq,Zynq-7000,zynq,xc7z045,ffv900,-3,,
xc7z045ffv676-1,zynq,Zynq-7000,zynq,xc7z045,ffv676,-1,,
xc7z045ffv676-2,zynq,Zynq-7000,zynq,xc7z045,ffv676,-2,,
xc7z045ffv676-3,zynq,Zynq-7000,zynq,xc7z045,ffv676,-3,,
xc7z045ffg900-1,zynq,Zynq-7000,zynq,xc7z045,ffg900,-1,,
xc7z045ffg900-2,zynq,Zynq-7000,zynq,xc7z045,ffg900,-2,,
xc7z045ffg900-3,zynq,Zynq-7000,zynq,xc7z045,ffg900,-3,,
xc7z045ffg676-1,zynq,Zynq-7000,zynq,xc7z045,ffg676,-1,,
xc7z045ffg676-2,zynq,Zynq-7000,zynq,xc7z045,ffg676,-2,,
xc7z045ffg676-3,zynq,Zynq-7000,zynq,xc7z045,ffg676,-3,,
xc7z045fbv676-1,zynq,Zynq-7000,zynq,xc7z045,fbv676,-1,,
xc7z045fbv676-2,zynq,Zynq-7000,zynq,xc7z045,fbv676,-2,,
xc7z045fbv676-3,zynq,Zynq-7000,zynq,xc7z045,fbv676,-3,,
xc7z045fbg676-1,zynq,Zynq-7000,zynq,xc7z045,fbg676,-1,,
xc7z045fbg676-2,zynq,Zynq-7000,zynq,xc7z045,fbg676,-2,,
xc7z045fbg676-3,zynq,Zynq-7000,zynq,xc7z045,fbg676,-3,,
xc7z045ifbg676-2L,zynq,Zynq-7000,zynq,xc7z045i,fbg676,-2L,I,
xc7z045ifbv676-2L,zynq,Zynq-7000,zynq,xc7z045i,fbv676,-2L,I,
xc7z045iffg676-2L,zynq,Zynq-7000,zynq,xc7z045i,ffg676,-2L,I,
xc7z045iffg900-2L,zynq,Zynq-7000,zynq,xc7z045i,ffg900,-2L,I,
xc7z045iffv676-2L,zynq,Zynq-7000,zynq,xc7z045i,ffv676,-2L,I,
xc7z045iffv900-2L,zynq,Zynq-7000,zynq,xc7z045i,ffv900,-2L,I,
xc7z035fbg676-1,zynq,Zynq-7000,zynq,xc7z035,fbg676,-1,,
xc7z035fbg676-2,zynq,Zynq-7000,zynq,xc7z035,fbg676,-2,,
xc7z035fbg676-3,zynq,Zynq-7000,zynq,xc7z035,fbg676,-3,,
xc7z035fbv676-1,zynq,Zynq-7000,zynq,xc7z035,fbv676,-1,,
xc7z035fbv676-2,zynq,Zynq-7000,zynq,xc7z035,fbv676,-2,,
xc7z035fbv676-3,zynq,Zynq-7000,zynq,xc7z035,fbv676,-3,,
xc7z035ffg676-1,zynq,Zynq-7000,zynq,xc7z035,ffg676,-1,,
xc7z035ffg676-2,zynq,Zynq-7000,zynq,xc7z035,ffg676,-2,,
xc7z035ffg676-3,zynq,Zynq-7000,zynq,xc7z035,ffg676,-3,,
xc7z035ffg900-1,zynq,Zynq-7000,zynq,xc7z035,ffg900,-1,,
xc7z035ffg900-2,zynq,Zynq-7000,zynq,xc7z035,ffg900,-2,,
xc7z035ffg900-3,zynq,Zynq-7000,zynq,xc7z035,ffg900,-3,,
xc7z035ffv676-1,zynq,Zynq-7000,zynq,xc7z035,ffv676,-1,,
xc7z035ffv676-2,zynq,Zynq-7000,zynq,xc7z035,ffv676,-2,,
xc7z035ffv676-3,zynq,Zynq-7000,zynq,xc7z035,ffv676,-3,,
xc7z035ffv900-1,zynq,Zynq-7000,zynq,xc7z035,ffv900,-1,,
xc7z035ffv900-2,zynq,Zynq-7000,zynq,xc7z035,ffv900,-2,,
xc7z035ffv900-3,zynq,Zynq-7000,zynq,xc7z035,ffv900,-3,,
xc7z035iffv900-2L,zynq,Zynq-7000,zynq,xc7z035i,ffv900,-2L,I,
xc7z035ifbg676-2L,zynq,Zynq-7000,zynq,xc7z035i,fbg676,-2L,I,
xc7z035iffv676-2L,zynq,Zynq-7000,zynq,xc7z035i,ffv676,-2L,I,
xc7z035ifbv676-2L,zynq,Zynq-7000,zynq,xc7z035i,fbv676,-2L,I,
xc7z035iffg676-2L,zynq,Zynq-7000,zynq,xc7z035i,ffg676,-2L,I,
xc7z035iffg900-2L,zynq,Zynq-7000,zynq,xc7z035i,ffg900,-2L,I,
xc7z100iffv900-2L,zynq,Zynq-7000,zynq,xc7z100i,ffv900,-2L,I,
xc7z100iffv1156-2L,zynq,Zynq-7000,zynq,xc7z100i,ffv1156,-2L,I,
xc7z100iffg900-2L,zynq,Zynq-7000,zynq,xc7z100i,ffg900,-2L,I,
xc7z100iffg1156-2L,zynq,Zynq-7000,zynq,xc7z100i,ffg1156,-2L,I,
xc7z100ffv900-1,zynq,Zynq-7000,zynq,xc7z100,ffv900,-1,,
xc7z100ffv900-2,zynq,Zynq-7000,zynq,xc7z100,ffv900,-2,,
xc7z100ffv1156-1,zynq,Zynq-7000,zynq,xc7z100,ffv1156,-1,,
xc7z100ffv1156-2,zynq,Zynq-7000,zynq,xc7z100,ffv1156,-2,,
xc7z100ffg900-1,zynq,Zynq-7000,zynq,xc7z100,ffg900,-1,,
xc7z100ffg900-2,zynq,Zynq-7000,zynq,xc7z100,ffg900,-2,,
xc7z100ffg1156-1,zynq,Zynq-7000,zynq,xc7z100,ffg1156,-1,,
xc7z100ffg1156-2,zynq,Zynq-7000,zynq,xc7z100,ffg1156,-2,,
xq7z020cl400-1I,zynq,Zynq-7000,qzynq,xq7z020,cl400,-1I,I,
xq7z020cl400-1IL,zynq,Zynq-7000,qzynq,xq7z020,cl400,-1IL,IL,
xq7z020cl400-1Q,zynq,Zynq-7000,qzynq,xq7z020,cl400,-1Q,Q,
xq7z020cl400-2I,zynq,Zynq-7000,qzynq,xq7z020,cl400,-2I,I,
xq7z020cl484-1I,zynq,Zynq-7000,qzynq,xq7z020,cl484,-1I,I,
xq7z020cl484-1IL,zynq,Zynq-7000,qzynq,xq7z020,cl484,-1IL,IL,
xq7z020cl484-1Q,zynq,Zynq-7000,qzynq,xq7z020,cl484,-1Q,Q,
xq7z020cl484-2I,zynq,Zynq-7000,qzynq,xq7z020,cl484,-2I,I,
xq7z030rf676-1I,zynq,Zynq-7000,qzynq,xq7z030,rf676,-1I,I,
xq7z030rf676-1Q,zynq,Zynq-7000,qzynq,xq7z030,rf676,-1Q,Q,
xq7z030rf676-2I,zynq,Zynq-7000,qzynq,xq7z030,rf676,-2I,I,
xq7z030rf676-2IL,zynq,Zynq-7000,qzynq,xq7z030,rf676,-2IL,IL,
xq7z030rb484-1I,zynq,Zynq-7000,qzynq,xq7z030,rb484,-1I,I,
xq7z030rb484-1Q,zynq,Zynq-7000,qzynq,xq7z030,rb484,-1Q,Q,
xq7z030rb484-2I,zynq,Zynq-7000,qzynq,xq7z030,rb484,-2I,I,
xq7z030rb484-2IL,zynq,Zynq-7000,qzynq,xq7z030,rb484,-2IL,IL,
xq7z045rf676-1I,zynq,Zynq-7000,qzynq,xq7z045,rf676,-1I,I,
xq7z045rf676-1Q,zynq,Zynq-7000,qzynq,xq7z045,rf676,-1Q,Q,
xq7z045rf676-2I,zynq,Zynq-7000,qzynq,xq7z045,rf676,-2I,I,
xq7z045rf676-2IL,zynq,Zynq-7000,qzynq,xq7z045,rf676,-2IL,IL,
xq7z045rf900-1I,zynq,Zynq-7000,qzynq,xq7z045,rf900,-1I,I,
xq7z045rf900-1Q,zynq,Zynq-7000,qzynq,xq7z045,rf900,-1Q,Q,
xq7z045rf900-2I,zynq,Zynq-7000,qzynq,xq7z045,rf900,-2I,I,
xq7z045rf900-2IL,zynq,Zynq-7000,qzynq,xq7z045,rf900,-2IL,IL,
xq7z045rfg676-1QL,zynq,Zynq-7000,qzynq,xq7z045,rfg676,-1QL,QL,
xq7z100rf1156-1I,zynq,Zynq-7000,qzynq,xq7z100,rf1156,-1I,I,
xq7z100rf1156-2I,zynq,Zynq-7000,qzynq,xq7z100,rf1156,-2I,I,
xq7z100rf1156-2IL,zynq,Zynq-7000,qzynq,xq7z100,rf1156,-2IL,IL,
xq7z100rf900-1I,zynq,Zynq-7000,qzynq,xq7z100,rf900,-1I,I,
xq7z100rf900-2I,zynq,Zynq-7000,qzynq,xq7z100,rf900,-2I,I,
xq7z100rf900-2IL,zynq,Zynq-7000,qzynq,xq7z100,rf900,-2IL,IL,
xa7z010clg225-1I,zynq,Zynq-7000,azynq,xa7z010,clg225,-1I,I,
xa7z010clg225-1Q,zynq,Zynq-7000,azynq,xa7z010,clg225,-1Q,Q,
xa7z010clg400-1I,zynq,Zynq-7000,azynq,xa7z010,clg400,-1I,I,
xa7z010clg400-1Q,zynq,Zynq-7000,azynq,xa7z010,clg400,-1Q,Q,
xa7z020clg400-1I,zynq,Zynq-7000,azynq,xa7z020,clg400,-1I,I,
xa7z020clg400-1Q,zynq,Zynq-7000,azynq,xa7z020,clg400,-1Q,Q,
xa7z020clg484-1I,zynq,Zynq-7000,azynq,xa7z020,clg484,-1I,I,
xa7z020clg484-1Q,zynq,Zynq-7000,azynq,xa7z020,clg484,-1Q,Q,
xa7z030fbg484-1I,zynq,Zynq-7000,azynq,xa7z030,fbg484,-1I,I,
xa7z030fbg484-1Q,zynq,Zynq-7000,azynq,xa7z030,fbg484,-1Q,Q,
xa7z030fbv484-1I,zynq,Zynq-7000,azynq,xa7z030,fbv484,-1I,I,
xa7z030fbv484-1Q,zynq,Zynq-7000,azynq,xa7z030,fbv484,-1Q,Q,
xc7s6ftgb196-1,spartan7,Spartan-7,spartan7,xc7s6,ftgb196,-1,,
xc7s6ftgb196-1IL,spartan7,Spartan-7,spartan7,xc7s6,ftgb196,-1IL,IL,
xc7s6ftgb196-1Q,spartan7,Spartan-7,spartan7,xc7s6,ftgb196,-1Q,Q,
xc7s6ftgb196-2,spartan7,Spartan-7,spartan7,xc7s6,ftgb196,-2,,
xc7s6csga225-1,spartan7,Spartan-7,spartan7,xc7s6,csga225,-1,,
xc7s6csga225-1IL,spartan7,Spartan-7,spartan7,xc7s6,csga225,-1IL,IL,
xc7s6csga225-1Q,spartan7,Spartan-7,spartan7,xc7s6,csga225,-1Q,Q,
xc7s6csga225-2,spartan7,Spartan-7,spartan7,xc7s6,csga225,-2,,
xc7s6cpga196-1,spartan7,Spartan-7,spartan7,xc7s6,cpga196,-1,,
xc7s6cpga196-1IL,spartan7,Spartan-7,spartan7,xc7s6,cpga196,-1IL,IL,
xc7s6cpga196-1Q,spartan7,Spartan-7,spartan7,xc7s6,cpga196,-1Q,Q,
xc7s6cpga196-2,spartan7,Spartan-7,spartan7,xc7s6,cpga196,-2,,
xc7s15cpga196-1,spartan7,Spartan-7,spartan7,xc7s15,cpga196,-1,,
xc7s15cpga196-1IL,spartan7,Spartan-7,spartan7,xc7s15,cpga196,-1IL,IL,
xc7s15cpga196-1Q,spartan7,Spartan-7,spartan7,xc7s15,cpga196,-1Q,Q,
xc7s15cpga196-2,spartan7,Spartan-7,spartan7,xc7s15,cpga196,-2,,
xc7s15csga225-1,spartan7,Spartan-7,spartan7,xc7s15,csga225,-1,,
xc7s15csga225-1IL,spartan7,Spartan-7,spartan7,xc7s15,csga225,-1IL,IL,
xc7s15csga225-1Q,spartan7,Spartan-7,spartan7,xc7s15,csga225,-1Q,Q,
xc7s15csga225-2,spartan7,Spartan-7,spartan7,xc7s15,csga225,-2,,
xc7s15ftgb196-1,spartan7,Spartan-7,spartan7,xc7s15,ftgb196,-1,,
xc7s15ftgb196-1IL,spartan7,Spartan-7,spartan7,xc7s15,ftgb196,-1IL,IL,
xc7s15ftgb196-1Q,spartan7,Spartan-7,spartan7,xc7s15,ftgb196,-1Q,Q,
xc7s15ftgb196-2,spartan7,Spartan-7,spartan7,xc7s15,ftgb196,-2,,
xc7s25ftgb196-1,spartan7,Spartan-7,spartan7,xc7s25,ftgb196,-1,,
xc7s25ftgb196-1IL,spartan7,Spartan-7,spartan7,xc7s25,ftgb196,-1IL,IL,
xc7s25ftgb196-1Q,spartan7,Spartan-7,spartan7,xc7s25,ftgb196,-1Q,Q,
xc7s25ftgb196-2,spartan7,Spartan-7,spartan7,xc7s25,ftgb196,-2,,
xc7s25csga324-1,spartan7,Spartan-7,spartan7,xc7s25,csga324,-1,,
xc7s25csga324-1IL,spartan7,Spartan-7,spartan7,xc7s25,csga324,-1IL,IL,
xc7s25csga324-1Q,spartan7,Spartan-7,spartan7,xc7s25,csga324,-1Q,Q,
xc7s25csga324-2,spartan7,Spartan-7,spartan7,xc7s25,csga324,-2,,
xc7s25csga225-1,spartan7,Spartan-7,spartan7,xc7s25,csga225,-1,,
xc7s25csga225-1IL,spartan7,Spartan-7,spartan7,xc7s25,csga225,-1IL,IL,
xc7s25csga225-1Q,spartan7,Spartan-7,spartan7,xc7s25,csga225,-1Q,Q,
xc7s25csga225-2,spartan7,Spartan-7,spartan7,xc7s25,csga225,-2,,
xc7s50csga324-1,spartan7,Spartan-7,spartan7,xc7s50,csga324,-1,,
xc7s50csga324-1IL,spartan7,Spartan-7,spartan7,xc7s50,csga324,-1IL,IL,
xc7s50csga324-1Q,spartan7,Spartan-7,spartan7,xc7s50,csga324,-1Q,Q,
xc7s50csga324-2,spartan7,Spartan-7,spartan7,xc7s50,csga324,-2,,
xc7s50fgga484-1,spartan7,Spartan-7,spartan7,xc7s50,fgga484,-1,,
xc7s50fgga484-1IL,spartan7,Spartan-7,spartan7,xc7s50,fgga484,-1IL,IL,
xc7s50fgga484-1Q,spartan7,Spartan-7,spartan7,xc7s50,fgga484,-1Q,Q,
xc7s50fgga484-2,spartan7,Spartan-7,spartan7,xc7s50,fgga484,-2,,
xc7s50ftgb196-1,spartan7,Spartan-7,spartan7,xc7s50,ftgb196,-1,,
xc7s50ftgb196-1IL,spartan7,Spartan-7,spartan7,xc7s50,ftgb196,-1IL,IL,
xc7s50ftgb196-1Q,spartan7,Spartan-7,spartan7,xc7s50,ftgb196,-1Q,Q,
xc7s50ftgb196-2,spartan7,Spartan-7,spartan7,xc7s50,ftgb196,-2,,
xc7s100fgga676-1,spartan7,Spartan-7,spartan7,xc7s100,fgga676,-1,,
xc7s100fgga676-1IL,spartan7,Spartan-7,spartan7,xc7s100,fgga676,-1IL,IL,
xc7s100fgga676-1Q,spartan7,Spartan-7,spartan7,xc7s100,fgga676,-1Q,Q,
xc7s100fgga676-2,spartan7,Spartan-7,spartan7,xc7s100,fgga676,-2,,
xc7s100fgga484-1,spartan7,Spartan-7,spartan7,xc7s100,fgga484,-1,,
xc7s100fgga484-1IL,spartan7,Spartan-7,spartan7,xc7s100,fgga484,-1IL,IL,
xc7s100fgga484-1Q,spartan7,Spartan-7,spartan7,xc7s100,fgga484,-1Q,Q,
xc7s100fgga484-2,spartan7,Spartan-7,spartan7,xc7s100,fgga484,-2,,
xc7s75fgga484-1,spartan7,Spartan-7,spartan7,xc7s75,fgga484,-1,,
xc7s75fgga484-1IL,spartan7,Spartan-7,spartan7,xc7s75,fgga484,-1IL,IL,
xc7s75fgga484-1Q,spartan7,Spartan-7,spartan7,xc7s75,fgga484,-1Q,Q,
xc7s75fgga484-2,spartan7,Spartan-7,spartan7,xc7s75,fgga484,-2,,
xc7s75fgga676-1,spartan7,Spartan-7,spartan7,xc7s75,fgga676,-1,,
xc7s75fgga676-1IL,spartan7,Spartan-7,spartan7,xc7s75,fgga676,-1IL,IL,
xc7s75fgga676-1Q,spartan7,Spartan-7,spartan7,xc7s75,fgga676,-1Q,Q,
xc7s75fgga676-2,spartan7,Spartan-7,spartan7,xc7s75,fgga676,-2,,
xa7s6cpga196-1I,spartan7,Spartan-7,aspartan7,xa7s6,cpga196,-1I,I,
xa7s6cpga196-1Q,spartan7,Spartan-7,aspartan7,xa7s6,cpga196,-1Q,Q,
xa7s6cpga196-2I,spartan7,Spartan-7,aspartan7,xa7s6,cpga196,-2I,I,
xa7s6csga225-1I,spartan7,Spartan-7,aspartan7,xa7s6,csga225,-1I,I,
xa7s6csga225-1Q,spartan7,Spartan-7,aspartan7,xa7s6,csga225,-1Q,Q,
xa7s6csga225-2I,spartan7,Spartan-7,aspartan7,xa7s6,csga225,-2I,I,
xa7s6ftgb196-1I,spartan7,Spartan-7,aspartan7,xa7s6,ftgb196,-1I,I,
xa7s6ftgb196-1Q,spartan7,Spartan-7,aspartan7,xa7s6,ftgb196,-1Q,Q,
xa7s6ftgb196-2I,spartan7,Spartan-7,aspartan7,xa7s6,ftgb196,-2I,I,
xa7s15cpga196-1I,spartan7,Spartan-7,aspartan7,xa7s15,cpga196,-1I,I,
xa7s15cpga196-1Q,spartan7,Spartan-7,aspartan7,xa7s15,cpga196,-1Q,Q,
xa7s15cpga196-2I,spartan7,Spartan-7,aspartan7,xa7s15,cpga196,-2I,I,
xa7s15csga225-1I,spartan7,Spartan-7,aspartan7,xa7s15,csga225,-1I,I,
xa7s15csga225-1Q,spartan7,Spartan-7,aspartan7,xa7s15,csga225,-1Q,Q,
xa7s15csga225-2I,spartan7,Spartan-7,aspartan7,xa7s15,csga225,-2I,I,
xa7s15ftgb196-1I,spartan7,Spartan-7,aspartan7,xa7s15,ftgb196,-1I,I,
xa7s15ftgb196-1Q,spartan7,Spartan-7,aspartan7,xa7s15,ftgb196,-1Q,Q,
xa7s15ftgb196-2I,spartan7,Spartan-7,aspartan7,xa7s15,ftgb196,-2I,I,
xa7s25csga225-1I,spartan7,Spartan-7,aspartan7,xa7s25,csga225,-1I,I,
xa7s25csga225-1Q,spartan7,Spartan-7,aspartan7,xa7s25,csga225,-1Q,Q,
xa7s25csga225-2I,spartan7,Spartan-7,aspartan7,xa7s25,csga225,-2I,I,
xa7s25csga324-1I,spartan7,Spartan-7,aspartan7,xa7s25,csga324,-1I,I,
xa7s25csga324-1Q,spartan7,Spartan-7,aspartan7,xa7s25,csga324,-1Q,Q,
xa7s25csga324-2I,spartan7,Spartan-7,aspartan7,xa7s25,csga324,-2I,I,
xa7s25ftgb196-1I,spartan7,Spartan-7,aspartan7,xa7s25,ftgb196,-1I,I,
xa7s25ftgb196-1Q,spartan7,Spartan-7,aspartan7,xa7s25,ftgb196,-1Q,Q,
xa7s25ftgb196-2I,spartan7,Spartan-7,aspartan7,xa7s25,ftgb196,-2I,I,
xa7s50csga324-1I,spartan7,Spartan-7,aspartan7,xa7s50,csga324,-1I,I,
xa7s50csga324-1Q,spartan7,Spartan-7,aspartan7,xa7s50,csga324,-1Q,Q,
xa7s50csga324-2I,spartan7,Spartan-7,aspartan7,xa7s50,csga324,-2I,I,
xa7s50fgga484-1I,spartan7,Spartan-7,aspartan7,xa7s50,fgga484,-1I,I,
xa7s50fgga484-1Q,spartan7,Spartan-7,aspartan7,xa7s50,fgga484,-1Q,Q,
xa7s50fgga484-2I,spartan7,Spartan-7,aspartan7,xa7s50,fgga484,-2I,I,
xa7s50ftgb196-1I,spartan7,Spartan-7,aspartan7,xa7s50,ftgb196,-1I,I,
xa7s50ftgb196-1Q,spartan7,Spartan-7,aspartan7,xa7s50,ftgb196,-1Q,Q,
xa7s50ftgb196-2I,spartan7,Spartan-7,aspartan7,xa7s50,ftgb196,-2I,I,
xa7s75fgga484-1I,spartan7,Spartan-7,aspartan7,xa7s75,fgga484,-1I,I,
xa7s75fgga484-1Q,spartan7,Spartan-7,aspartan7,xa7s75,fgga484,-1Q,Q,
xa7s75fgga484-2I,spartan7,Spartan-7,aspartan7,xa7s75,fgga484,-2I,I,
xa7s75fgga676-1I,spartan7,Spartan-7,aspartan7,xa7s75,fgga676,-1I,I,
xa7s75fgga676-1Q,spartan7,Spartan-7,aspartan7,xa7s75,fgga676,-1Q,Q,
xa7s75fgga676-2I,spartan7,Spartan-7,aspartan7,xa7s75,fgga676,-2I,I,
xa7s100fgga484-1I,spartan7,Spartan-7,aspartan7,xa7s100,fgga484,-1I,I,
xa7s100fgga484-1Q,spartan7,Spartan-7,aspartan7,xa7s100,fgga484,-1Q,Q,
xa7s100fgga484-2I,spartan7,Spartan-7,aspartan7,xa7s100,fgga484,-2I,I,
xa7s100fgga676-1I,spartan7,Spartan-7,aspartan7,xa7s100,fgga676,-1I,I,
xa7s100fgga676-1Q,spartan7,Spartan-7,aspartan7,xa7s100,fgga676,-1Q,Q,
xa7s100fgga676-2I,spartan7,Spartan-7,aspartan7,xa7s100,fgga676,-2I,I,
xcvu065-ffvc1517-1-i,virtexu,Virtex UltraScale,virtexu,xcvu065,ffvc1517,-1,I,
xcvu065-ffvc1517-1H-e,virtexu,Virtex UltraScale,virtexu,xcvu065,ffvc1517,-1H,E,
xcvu065-ffvc1517-1HV-e,virtexu,Virtex UltraScale,virtexu,xcvu065,ffvc1517,-1HV,E,
xcvu065-ffvc1517-2-e,virtexu,Virtex UltraScale,virtexu,xcvu065,ffvc1517,-2,E,
xcvu065-ffvc1517-2-i,virtexu,Virtex UltraScale,virtexu,xcvu065,ffvc1517,-2,I,
xcvu065-ffvc1517-3-e,virtexu,Virtex UltraScale,virtexu,xcvu065,ffvc1517,-3,E,
xcvu080-ffva2104-1-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffva2104,-1,I,
xcvu080-ffva2104-1H-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffva2104,-1H,E,
xcvu080-ffva2104-1HV-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffva2104,-1HV,E,
xcvu080-ffva2104-2-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffva2104,-2,E,
xcvu080-ffva2104-2-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffva2104,-2,I,
xcvu080-ffva2104-3-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffva2104,-3,E,
xcvu080-ffvb1760-1-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb1760,-1,I,
xcvu080-ffvb1760-1H-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb1760,-1H,E,
xcvu080-ffvb1760-1HV-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb1760,-1HV,E,
xcvu080-ffvb1760-2-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb1760,-2,E,
xcvu080-ffvb1760-2-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb1760,-2,I,
xcvu080-ffvb1760-3-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb1760,-3,E,
xcvu080-ffvb2104-1-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb2104,-1,I,
xcvu080-ffvb2104-1H-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb2104,-1H,E,
xcvu080-ffvb2104-1HV-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb2104,-1HV,E,
xcvu080-ffvb2104-2-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb2104,-2,E,
xcvu080-ffvb2104-2-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb2104,-2,I,
xcvu080-ffvb2104-3-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvb2104,-3,E,
xcvu080-ffvc1517-1-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvc1517,-1,I,
xcvu080-ffvc1517-1H-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvc1517,-1H,E,
xcvu080-ffvc1517-1HV-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvc1517,-1HV,E,
xcvu080-ffvc1517-2-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvc1517,-2,E,
xcvu080-ffvc1517-2-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvc1517,-2,I,
xcvu080-ffvc1517-3-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvc1517,-3,E,
xcvu080-ffvd1517-1-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvd1517,-1,I,
xcvu080-ffvd1517-1H-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvd1517,-1H,E,
xcvu080-ffvd1517-1HV-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvd1517,-1HV,E,
xcvu080-ffvd1517-2-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvd1517,-2,E,
xcvu080-ffvd1517-2-i,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvd1517,-2,I,
xcvu080-ffvd1517-3-e,virtexu,Virtex UltraScale,virtexu,xcvu080,ffvd1517,-3,E,
xcvu095-ffva2104-1-i,virtexu,Virtex UltraScale,virtexu,xcvu095,ffva2104,-1,I,
xcvu095-ffva2104-1H-e,virtexu,Virtex UltraScale,virtexu,xcvu095,ffva2104,-1H,E,
xcvu095-ffva2104-1HV-e,virtexu,Virtex UltraScale,virtexu,xcvu095,ffva2104,-1HV,E,
xcvu095-ffva2104-2-e,virtexu,Virtex UltraScale,virtexu,xcvu095,ffva2104,-2,E,
