NAME,ARCHITECTURE,ARCHITECTURE_FULL_NAME,FAMILY,DEVICE,PACKAGE,SPEED,TEMPERATURE_GRADE_LETTER,REVISION
xc7vx485tffg1157-1,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1157,-1,,
xc7vx485tffg1157-2,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1157,-2,,
xc7vx485tffg1157-2L,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1157,-2L,E,
xc7vx485tffg1157-3,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1157,-3,,
xc7vx485tffg1158-1,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1158,-1,,
xc7vx485tffg1158-2,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1158,-2,,
xc7vx485tffg1158-2L,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1158,-2L,E,
xc7vx485tffg1158-3,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1158,-3,,
xc7vx485tffg1761-1,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1761,-1,,
xc7vx485tffg1761-2,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1761,-2,,
xc7vx485tffg1761-2L,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1761,-2L,E,
xc7vx485tffg1761-3,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1761,-3,,
xc7vx485tffg1927-1,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1927,-1,,
xc7vx485tffg1927-2,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1927,-2,,
xc7vx485tffg1927-2L,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1927,-2L,E,
xc7vx485tffg1927-3,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1927,-3,,
xc7vx485tffg1930-1,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1930,-1,,
xc7vx485tffg1930-2,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1930,-2,,
xc7vx485tffg1930-2L,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1930,-2L,E,
xc7vx485tffg1930-3,virtex7,Virtex-7,virtex7,xc7vx485t,ffg1930,-3,,
xc7vx330tffg1157-1,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1157,-1,,
xc7vx330tffg1157-2,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1157,-2,,
xc7vx330tffg1157-2L,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1157,-2L,E,
xc7vx330tffg1157-3,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1157,-3,,
xc7vx330tffg1761-1,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1761,-1,,
xc7vx330tffg1761-2,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1761,-2,,
xc7vx330tffg1761-2L,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1761,-2L,E,
xc7vx330tffg1761-3,virtex7,Virtex-7,virtex7,xc7vx330t,ffg1761,-3,,
xc7vx330tffv1157-1,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1157,-1,,
xc7vx330tffv1157-2,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1157,-2,,
xc7vx330tffv1157-2L,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1157,-2L,E,
xc7vx330tffv1157-3,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1157,-3,,
xc7vx330tffv1761-1,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1761,-1,,
xc7vx330tffv1761-2,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1761,-2,,
xc7vx330tffv1761-2L,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1761,-2L,E,
xc7vx330tffv1761-3,virtex7,Virtex-7,virtex7,xc7vx330t,ffv1761,-3,,
xc7vx415tffg1157-1,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1157,-1,,
xc7vx415tffg1157-2,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1157,-2,,
xc7vx415tffg1157-2L,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1157,-2L,E,
xc7vx415tffg1157-3,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1157,-3,,
xc7vx415tffg1158-1,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1158,-1,,
xc7vx415tffg1158-2,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1158,-2,,
xc7vx415tffg1158-2L,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1158,-2L,E,
xc7vx415tffg1158-3,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1158,-3,,
xc7vx415tffg1927-1,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1927,-1,,
xc7vx415tffg1927-2,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1927,-2,,
xc7vx415tffg1927-2L,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1927,-2L,E,
xc7vx415tffg1927-3,virtex7,Virtex-7,virtex7,xc7vx415t,ffg1927,-3,,
xc7vx415tffv1157-1,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1157,-1,,
xc7vx415tffv1157-2,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1157,-2,,
xc7vx415tffv1157-2L,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1157,-2L,E,
xc7vx415tffv1157-3,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1157,-3,,
xc7vx415tffv1158-1,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1158,-1,,
xc7vx415tffv1158-2,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1158,-2,,
xc7vx415tffv1158-2L,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1158,-2L,E,
xc7vx415tffv1158-3,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1158,-3,,
xc7vx415tffv1927-1,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1927,-1,,
xc7vx415tffv1927-2,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1927,-2,,
xc7vx415tffv1927-2L,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1927,-2L,E,
xc7vx415tffv1927-3,virtex7,Virtex-7,virtex7,xc7vx415t,ffv1927,-3,,
xc7v585tffg1761-1,virtex7,Virtex-7,virtex7,xc7v585t,ffg1761,-1,,
xc7v585tffg1761-2,virtex7,Virtex-7,virtex7,xc7v585t,ffg1761,-2,,
xc7v585tffg1761-2L,virtex7,Virtex-7,virtex7,xc7v585t,ffg1761,-2L,E,
xc7v585tffg1761-3,virtex7,Virtex-7,virtex7,xc7v585t,ffg1761,-3,,
xc7v585tffg1157-1,virtex7,Virtex-7,virtex7,xc7v585t,ffg1157,-1,,
xc7v585tffg1157-2,virtex7,Virtex-7,virtex7,xc7v585t,ffg1157,-2,,
xc7v585tffg1157-2L,virtex7,Virtex-7,virtex7,xc7v585t,ffg1157,-2L,E,
xc7v585tffg1157-3,virtex7,Virtex-7,virtex7,xc7v585t,ffg1157,-3,,
xc7vx550tffg1158-1,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1158,-1,,
xc7vx550tffg1158-2,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1158,-2,,
xc7vx550tffg1158-2L,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1158,-2L,E,
xc7vx550tffg1158-3,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1158,-3,,
xc7vx550tffg1927-1,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1927,-1,,
xc7vx550tffg1927-2,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1927,-2,,
xc7vx550tffg1927-2L,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1927,-2L,E,
xc7vx550tffg1927-3,virtex7,Virtex-7,virtex7,xc7vx550t,ffg1927,-3,,
xc7vh580tflg1155-1,virtex7,Virtex-7,virtex7,xc7vh580t,flg1155,-1,,
xc7vh580tflg1155-2,virtex7,Virtex-7,virtex7,xc7vh580t,flg1155,-2,,
xc7vh580tflg1155-2G,virtex7,Virtex-7,virtex7,xc7vh580t,flg1155,-2G,,
xc7vh580tflg1155-2L,virtex7,Virtex-7,virtex7,xc7vh580t,flg1155,-2L,E,
xc7vh580tflg1931-1,virtex7,Virtex-7,virtex7,xc7vh580t,flg1931,-1,,
xc7vh580tflg1931-2,virtex7,Virtex-7,virtex7,xc7vh580t,flg1931,-2,,
xc7vh580tflg1931-2G,virtex7,Virtex-7,virtex7,xc7vh580t,flg1931,-2G,,
xc7vh580tflg1931-2L,virtex7,Virtex-7,virtex7,xc7vh580t,flg1931,-2L,E,
xc7vh580thcg1155-1,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1155,-1,,
xc7vh580thcg1155-2,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1155,-2,,
xc7vh580thcg1155-2G,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1155,-2G,,
xc7vh580thcg1155-2L,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1155,-2L,E,
xc7vh580thcg1931-1,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1931,-1,,
xc7vh580thcg1931-2,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1931,-2,,
xc7vh580thcg1931-2G,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1931,-2G,,
xc7vh580thcg1931-2L,virtex7,Virtex-7,virtex7,xc7vh580t,hcg1931,-2L,E,
xc7vx690tffg1157-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1157,-1,,
xc7vx690tffg1157-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1157,-2,,
xc7vx690tffg1157-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1157,-2L,E,
xc7vx690tffg1157-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1157,-3,,
xc7vx690tffg1158-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1158,-1,,
xc7vx690tffg1158-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1158,-2,,
xc7vx690tffg1158-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1158,-2L,E,
xc7vx690tffg1158-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1158,-3,,
xc7vx690tffg1761-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1761,-1,,
xc7vx690tffg1761-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1761,-2,,
xc7vx690tffg1761-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1761,-2L,E,
xc7vx690tffg1761-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1761,-3,,
xc7vx690tffg1926-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1926,-1,,
xc7vx690tffg1926-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1926,-2,,
xc7vx690tffg1926-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1926,-2L,E,
xc7vx690tffg1926-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1926,-3,,
xc7vx690tffg1927-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-1,,
xc7vx690tffg1927-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-2,,
xc7vx690tffg1927-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-2L,E,
xc7vx690tffg1927-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1927,-3,,
xc7vx690tffg1930-1,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-1,,
xc7vx690tffg1930-2,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-2,,
xc7vx690tffg1930-2L,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-2L,E,
xc7vx690tffg1930-3,virtex7,Virtex-7,virtex7,xc7vx690t,ffg1930,-3,,
xc7vh870tflg1932-1,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-1,,
xc7vh870tflg1932-2,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-2,,
xc7vh870tflg1932-2G,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-2G,,
xc7vh870tflg1932-2L,virtex7,Virtex-7,virtex7,xc7vh870t,flg1932,-2L,E,
xc7vh870thcg1932-1,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-1,,
xc7vh870thcg1932-2,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-2,,
xc7vh870thcg1932-2G,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-2G,,
xc7vh870thcg1932-2L,virtex7,Virtex-7,virtex7,xc7vh870t,hcg1932,-2L,E,
xc7vx980tffg1926-1,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1926,-1,,
xc7vx980tffg1926-2,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1926,-2,,
xc7vx980tffg1926-2L,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1926,-2L,E,
xc7vx980tffg1928-1,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1928,-1,,
xc7vx980tffg1928-2,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1928,-2,,
xc7vx980tffg1928-2L,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1928,-2L,E,
xc7vx980tffg1930-1,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1930,-1,,
xc7vx980tffg1930-2,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1930,-2,,
xc7vx980tffg1930-2L,virtex7,Virtex-7,virtex7,xc7vx980t,ffg1930,-2L,E,
xc7vx1140tflg1926-1,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1926,-1,,
xc7vx1140tflg1926-2,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1926,-2,,
xc7vx1140tflg1926-2G,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1926,-2G,,
xc7vx1140tflg1926-2L,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1926,-2L,E,
xc7vx1140tflg1928-1,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1928,-1,,
xc7vx1140tflg1928-2,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1928,-2,,
xc7vx1140tflg1928-2G,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1928,-2G,,
xc7vx1140tflg1928-2L,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1928,-2L,E,
xc7vx1140tflg1930-1,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1930,-1,,
xc7vx1140tflg1930-2,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1930,-2,,
xc7vx1140tflg1930-2G,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1930,-2G,,
xc7vx1140tflg1930-2L,virtex7,Virtex-7,virtex7,xc7vx1140t,flg1930,-2L,E,
xc7v2000tflg1925-1,virtex7,Virtex-7,virtex7,xc7v2000t,flg1925,-1,,
xc7v2000tflg1925-2,virtex7,Virtex-7,virtex7,xc7v2000t,flg1925,-2,,
xc7v2000tflg1925-2G,virtex7,Virtex-7,virtex7,xc7v2000t,flg1925,-2G,,
xc7v2000tflg1925-2L,virtex7,Virtex-7,virtex7,xc7v2000t,flg1925,-2L,E,
xc7v2000tfhg1761-1,virtex7,Virtex-7,virtex7,xc7v2000t,fhg1761,-1,,
xc7v2000tfhg1761-2,virtex7,Virtex-7,virtex7,xc7v2000t,fhg1761,-2,,
xc7v2000tfhg1761-2G,virtex7,Virtex-7,virtex7,xc7v2000t,fhg1761,-2G,,
xc7v2000tfhg1761-2L,virtex7,Virtex-7,virtex7,xc7v2000t,fhg1761,-2L,E,
xq7vx330trf1157-1I,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1157,-1I,I,
xq7vx330trf1157-1M,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1157,-1M,M,
xq7vx330trf1157-2I,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1157,-2I,I,
xq7vx330trf1157-2L,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1157,-2L,E,
xq7vx330trf1761-1I,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1761,-1I,I,
xq7vx330trf1761-1M,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1761,-1M,M,
xq7vx330trf1761-2I,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1761,-2I,I,
xq7vx330trf1761-2L,virtex7,Virtex-7,qvirtex7,xq7vx330t,rf1761,-2L,E,
xq7vx485trf1761-1I,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1761,-1I,I,
xq7vx485trf1761-1M,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1761,-1M,M,
xq7vx485trf1761-2I,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1761,-2I,I,
xq7vx485trf1761-2L,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1761,-2L,E,
xq7vx485trf1930-1I,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1930,-1I,I,
xq7vx485trf1930-1M,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1930,-1M,M,
xq7vx485trf1930-2I,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1930,-2I,I,
xq7vx485trf1930-2L,virtex7,Virtex-7,qvirtex7,xq7vx485t,rf1930,-2L,E,
xq7v585trf1761-1I,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1761,-1I,I,
xq7v585trf1761-1M,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1761,-1M,M,
xq7v585trf1761-2I,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1761,-2I,I,
xq7v585trf1761-2L,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1761,-2L,E,
xq7v585trf1157-1I,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1157,-1I,I,
xq7v585trf1157-1M,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1157,-1M,M,
xq7v585trf1157-2I,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1157,-2I,I,
xq7v585trf1157-2L,virtex7,Virtex-7,qvirtex7,xq7v585t,rf1157,-2L,E,
xq7vx690trf1157-1I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1157,-1I,I,
xq7vx690trf1157-2I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1157,-2I,I,
xq7vx690trf1158-1I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1158,-1I,I,
xq7vx690trf1158-2I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1158,-2I,I,
xq7vx690trf1761-1I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1761,-1I,I,
xq7vx690trf1761-2I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1761,-2I,I,
xq7vx690trf1930-1I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1930,-1I,I,
xq7vx690trf1930-2I,virtex7,Virtex-7,qvirtex7,xq7vx690t,rf1930,-2I,I,
xq7vx980trf1930-1I,virtex7,Virtex-7,qvirtex7,xq7vx980t,rf1930,-1I,I,
xq7vx980trf1930-2L,virtex7,Virtex-7,qvirtex7,xq7vx980t,rf1930,-2L,E,
xc7k70tfbv676-1,kintex7,Kintex-7,kintex7,xc7k70t,fbv676,-1,,
xc7k70tfbv676-2,kintex7,Kintex-7,kintex7,xc7k70t,fbv676,-2,,
xc7k70tfbv676-2L,kintex7,Kintex-7,kintex7,xc7k70t,fbv676,-2L,E,
xc7k70tfbv676-3,kintex7,Kintex-7,kintex7,xc7k70t,fbv676,-3,,
xc7k70tfbv484-1,kintex7,Kintex-7,kintex7,xc7k70t,fbv484,-1,,
xc7k70tfbv484-2,kintex7,Kintex-7,kintex7,xc7k70t,fbv484,-2,,
xc7k70tfbv484-2L,kintex7,Kintex-7,kintex7,xc7k70t,fbv484,-2L,E,
xc7k70tfbv484-3,kintex7,Kintex-7,kintex7,xc7k70t,fbv484,-3,,
xc7k70tfbg676-1,kintex7,Kintex-7,kintex7,xc7k70t,fbg676,-1,,
xc7k70tfbg676-2,kintex7,Kintex-7,kintex7,xc7k70t,fbg676,-2,,
xc7k70tfbg676-2L,kintex7,Kintex-7,kintex7,xc7k70t,fbg676,-2L,E,
xc7k70tfbg676-3,kintex7,Kintex-7,kintex7,xc7k70t,fbg676,-3,,
xc7k70tfbg484-1,kintex7,Kintex-7,kintex7,xc7k70t,fbg484,-1,,
xc7k70tfbg484-2,kintex7,Kintex-7,kintex7,xc7k70t,fbg484,-2,,
xc7k70tfbg484-2L,kintex7,Kintex-7,kintex7,xc7k70t,fbg484,-2L,E,
xc7k70tfbg484-3,kintex7,Kintex-7,kintex7,xc7k70t,fbg484,-3,,
xc7k160tfbg484-1,kintex7,Kintex-7,kintex7,xc7k160t,fbg484,-1,,
xc7k160tfbg484-2,kintex7,Kintex-7,kintex7,xc7k160t,fbg484,-2,,
xc7k160tfbg484-2L,kintex7,Kintex-7,kintex7,xc7k160t,fbg484,-2L,E,
xc7k160tfbg484-3,kintex7,Kintex-7,kintex7,xc7k160t,fbg484,-3,,
xc7k160tfbg676-1,kintex7,Kintex-7,kintex7,xc7k160t,fbg676,-1,,
xc7k160tfbg676-2,kintex7,Kintex-7,kintex7,xc7k160t,fbg676,-2,,
xc7k160tfbg676-2L,kintex7,Kintex-7,kintex7,xc7k160t,fbg676,-2L,E,
xc7k160tfbg676-3,kintex7,Kintex-7,kintex7,xc7k160t,fbg676,-3,,
xc7k160tfbv484-1,kintex7,Kintex-7,kintex7,xc7k160t,fbv484,-1,,
xc7k160tfbv484-2,kintex7,Kintex-7,kintex7,xc7k160t,fbv484,-2,,
xc7k160tfbv484-2L,kintex7,Kintex-7,kintex7,xc7k160t,fbv484,-2L,E,
xc7k160tfbv484-3,kintex7,Kintex-7,kintex7,xc7k160t,fbv484,-3,,
xc7k160tfbv676-1,kintex7,Kintex-7,kintex7,xc7k160t,fbv676,-1,,
xc7k160tfbv676-2,kintex7,Kintex-7,kintex7,xc7k160t,fbv676,-2,,
xc7k160tfbv676-2L,kintex7,Kintex-7,kintex7,xc7k160t,fbv676,-2L,E,
xc7k160tfbv676-3,kintex7,Kintex-7,kintex7,xc7k160t,fbv676,-3,,
xc7k160tffg676-1,kintex7,Kintex-7,kintex7,xc7k160t,ffg676,-1,,
xc7k160tffg676-2,kintex7,Kintex-7,kintex7,xc7k160t,ffg676,-2,,
xc7k160tffg676-2L,kintex7,Kintex-7,kintex7,xc7k160t,ffg676,-2L,E,
xc7k160tffg676-3,kintex7,Kintex-7,kintex7,xc7k160t,ffg676,-3,,
xc7k160tffv676-1,kintex7,Kintex-7,kintex7,xc7k160t,ffv676,-1,,
xc7k160tffv676-2,kintex7,Kintex-7,kintex7,xc7k160t,ffv676,-2,,
xc7k160tffv676-2L,kintex7,Kintex-7,kintex7,xc7k160t,ffv676,-2L,E,
xc7k160tffv676-3,kintex7,Kintex-7,kintex7,xc7k160t,ffv676,-3,,
xc7k160tifbv676-2L,kintex7,Kintex-7,kintex7,xc7k160ti,fbv676,-2L,I,
xc7k160tifbg484-2L,kintex7,Kintex-7,kintex7,xc7k160ti,fbg484,-2L,I,
xc7k160tifbg676-2L,kintex7,Kintex-7,kintex7,xc7k160ti,fbg676,-2L,I,
xc7k160tifbv484-2L,kintex7,Kintex-7,kintex7,xc7k160ti,fbv484,-2L,I,
xc7k160tiffv676-2L,kintex7,Kintex-7,kintex7,xc7k160ti,ffv676,-2L,I,
xc7k160tiffg676-2L,kintex7,Kintex-7,kintex7,xc7k160ti,ffg676,-2L,I,
xc7k325tiffv676-2L,kintex7,Kintex-7,kintex7,xc7k325ti,ffv676,-2L,I,
xc7k325tiffv900-2L,kintex7,Kintex-7,kintex7,xc7k325ti,ffv900,-2L,I,
xc7k325tifbg676-2L,kintex7,Kintex-7,kintex7,xc7k325ti,fbg676,-2L,I,
xc7k325tifbg900-2L,kintex7,Kintex-7,kintex7,xc7k325ti,fbg900,-2L,I,
xc7k325tifbv676-2L,kintex7,Kintex-7,kintex7,xc7k325ti,fbv676,-2L,I,
xc7k325tifbv900-2L,kintex7,Kintex-7,kintex7,xc7k325ti,fbv900,-2L,I,
xc7k325tiffg900-2L,kintex7,Kintex-7,kintex7,xc7k325ti,ffg900,-2L,I,
xc7k325tiffg676-2L,kintex7,Kintex-7,kintex7,xc7k325ti,ffg676,-2L,I,
xc7k325tffv900-1,kintex7,Kintex-7,kintex7,xc7k325t,ffv900,-1,,
xc7k325tffv900-2,kintex7,Kintex-7,kintex7,xc7k325t,ffv900,-2,,
xc7k325tffv900-2L,kintex7,Kintex-7,kintex7,xc7k325t,ffv900,-2L,E,
xc7k325tffv900-3,kintex7,Kintex-7,kintex7,xc7k325t,ffv900,-3,,
xc7k325tffv676-1,kintex7,Kintex-7,kintex7,xc7k325t,ffv676,-1,,
xc7k325tffv676-2,kintex7,Kintex-7,kintex7,xc7k325t,ffv676,-2,,
xc7k325tffv676-2L,kintex7,Kintex-7,kintex7,xc7k325t,ffv676,-2L,E,
xc7k325tffv676-3,kintex7,Kintex-7,kintex7,xc7k325t,ffv676,-3,,
xc7k325tffg900-1,kintex7,Kintex-7,kintex7,xc7k325t,ffg900,-1,,
xc7k325tffg900-2,kintex7,Kintex-7,kintex7,xc7k325t,ffg900,-2,,
xc7k325tffg900-2L,kintex7,Kintex-7,kintex7,xc7k325t,ffg900,-2L,E,
xc7k325tffg900-3,kintex7,Kintex-7,kintex7,xc7k325t,ffg900,-3,,
xc7k325tffg676-1,kintex7,Kintex-7,kintex7,xc7k325t,ffg676,-1,,
xc7k325tffg676-2,kintex7,Kintex-7,kintex7,xc7k325t,ffg676,-2,,
xc7k325tffg676-2L,kintex7,Kintex-7,kintex7,xc7k325t,ffg676,-2L,E,
xc7k325tffg676-3,kintex7,Kintex-7,kintex7,xc7k325t,ffg676,-3,,
xc7k325tfbv900-1,kintex7,Kintex-7,kintex7,xc7k325t,fbv900,-1,,
xc7k325tfbv900-2,kintex7,Kintex-7,kintex7,xc7k325t,fbv900,-2,,
xc7k325tfbv900-2L,kintex7,Kintex-7,kintex7,xc7k325t,fbv900,-2L,E,
xc7k325tfbv900-3,kintex7,Kintex-7,kintex7,xc7k325t,fbv900,-3,,
xc7k325tfbv676-1,kintex7,Kintex-7,kintex7,xc7k325t,fbv676,-1,,
xc7k325tfbv676-2,kintex7,Kintex-7,kintex7,xc7k325t,fbv676,-2,,
xc7k325tfbv676-2L,kintex7,Kintex-7,kintex7,xc7k325t,fbv676,-2L,E,
xc7k325tfbv676-3,kintex7,Kintex-7,kintex7,xc7k325t,fbv676,-3,,
xc7k325tfbg900-1,kintex7,Kintex-7,kintex7,xc7k325t,fbg900,-1,,
xc7k325tfbg900-2,kintex7,Kintex-7,kintex7,xc7k325t,fbg900,-2,,
xc7k325tfbg900-2L,kintex7,Kintex-7,kintex7,xc7k325t,fbg900,-2L,E,
xc7k325tfbg900-3,kintex7,Kintex-7,kintex7,xc7k325t,fbg900,-3,,
xc7k325tfbg676-1,kintex7,Kintex-7,kintex7,xc7k325t,fbg676,-1,,
xc7k325tfbg676-2,kintex7,Kintex-7,kintex7,xc7k325t,fbg676,-2,,
xc7k325tfbg676-2L,kintex7,Kintex-7,kintex7,xc7k325t,fbg676,-2L,E,
xc7k325tfbg676-3,kintex7,Kintex-7,kintex7,xc7k325t,fbg676,-3,,
xc7k355tiffg901-2L,kintex7,Kintex-7,kintex7,xc7k355ti,ffg901,-2L,I,
xc7k355tiffv901-2L,kintex7,Kintex-7,kintex7,xc7k355ti,ffv901,-2L,I,
xc7k355tffg901-1,kintex7,Kintex-7,kintex7,xc7k355t,ffg901,-1,,
xc7k355tffg901-2,kintex7,Kintex-7,kintex7,xc7k355t,ffg901,-2,,
